Full Name,Name,Asset Id,Asset Type,[Business Term] has acronym [Acronym] > Name,[Business Term] has acronym [Acronym] > Full Name,[Business Term] has acronym [Acronym] > Asset Type,[Business Term] has acronym [Acronym] > Community,[Business Term] has acronym [Acronym] > Domain Type,[Business Term] has acronym [Acronym] > Domain,[Business Term] has acronym [Acronym] > Domain Id,[Business Term] has acronym [Acronym] > Asset Id,Definition,Status,Domain,Community,Domain Type,Domain Id
TELUS Online Security,TOS,e333fbab-3512-4ddb-a23f-e7a8e695ca93,Business Term,,,,,,,,,TELUS Online Security plans Powered by NortonLifeLockTM.,,,,,
Transfer Of Ownership,TOWN,7708853f-2fd0-4a65-ac19-0f38fb1ee8e8,Business Term,,,,,,,,,"Transfer Of Ownership refers to the legal process by which the rights, responsibilities, and control over a property, asset, or entity are transferred from one party to another, typically through a legally binding agreement or transaction.",,,,,
Third Party Internet Access,TPIA,97a88a8c-42e3-4844-9b9f-fe29187dd4b1,Business Term,,,,,,,,,"Third-party Internet access services are wholesale high-speed access services of large cable carriers that enable independent service providers to offer retail Internet services to their own end-users. As a result of the availability of TPIA services, residential and business end-users have greater choice in the Internet services that are available to them. TPIA services are offered under terms and conditions that must be approved by the Commission, whereas the Commission has refrained from regulating the rates and most terms and conditions applicable to retail Internet service offerings. Sourced from Canadian Radio-television and Telecommunications Commission.",,,,,
Trusted Platform Module,TPM,08048d66-8f4e-4941-a7c4-f10e92f1905f,Business Term,,,,,,,,,"Trusted Platform Module (TPM) is a hardware-based security feature used in telecommunications. It is designed to provide secure storage and cryptographic functions for sensitive data and ensure the integrity and security of a telecommunications platform. TPM helps protect against unauthorized access, tampering, and data breaches by providing a secure environment for cryptographic operations and storing encryption keys.",,,,,
TELUS Partner Solutions,TPS,e0a4e109-3f41-4066-af51-1ae7e653abe6,Business Term,,,,,,,,,"Business unit/ department. Provides innovative and integrated solutions to national and global service providers looking for IP, data, bandwidth and voice services into and within Canada.",,,,,
TELUS Quebec,TQ,bc8280f0-fe34-44f0-a47d-c5da0f9666e5,Business Term,,,,,,,,,Business unit/team name.,,,,,
Technical Report,TR,46c93c3a-2c39-4f2d-8c04-b38c8b507fec,Business Term,,,,,,,,,"Technical Report in the context of General refers to a formal document that presents detailed information, analysis, and findings about a specific technical topic or project. It typically includes technical data, methodologies, results, and recommendations related to a scientific or engineering investigation.",,,,,
Technical Resolution Center of Excellence,TR-COE,0197652d-7705-744d-916b-8708379a73d6,Business Term,,,,,,,,,A Technical Resolution Center of Excellence is a specialized unit within an organization that focuses on providing high-quality technical support and problem resolution.,,,,,
TELUS Resource Group,TRG,019031b7-be7d-71d2-a77d-c9148e65914b,Business Term,,,,,,,,,"TELUS Resource Groups are employee-led groups within TELUS that focus on fostering diversity, inclusion, and community engagement within the organization. These groups are designed to support employees from various backgrounds and identities, providing a platform for networking, professional development, and advocacy.",,,,,
Telus Retail Limited,TRL,18651107-79fe-4bb4-8e74-ce56e491f797,Business Term,,,,,,,,,Telus Retail Limited in the context of Enterprise refers to a company or division within Telus that focuses on retail operations. It typically involves the sale of Telus products and services to consumers through physical retail stores or online platforms.,,,,,
TELUS Risk Management,TRM,a446e296-9d57-4558-b594-368bb597ff35,Business Term,,,,,,,,,"TELUS Risk Management in the context of Enterprise refers to a systematic approach aimed at identifying, assessing, and mitigating potential risks that may impact the operations, financial stability, and reputation of the organization. It involves the implementation of strategies and processes to proactively identify, analyze, and address any potential threats or uncertainties to successfully manage the risks faced by the enterprise.",,,,,
Transmission/Reception Point,TRP,8ef7400e-3739-4381-95c2-e0bbff2675b8,Business Term,,,,,,,,,Transmission/Reception Point refers to a specific location within a telecommunications network where the transfer and receipt of data or information occurs.,,,,,
Team Repeat Validation,TRV,01976530-cd9e-7312-803d-cd5c54af0fbf,Business Term,,,,,,,,,Name of a quality assurance program/tool.,,,,,
Technical Specification,TS,54bdc68c-4429-453f-aec5-43ff892a5f87,Business Term,,,,,,,,,"Technical Specification in the context of General refers to a detailed document that outlines the technical requirements, features, and characteristics of a product, system, or process. It provides precise information about the design, functionality, performance, and other specifications necessary for the development, implementation, or evaluation of the subject matter.",,,,,
Transitional Service Agreement,TSA,37db6855-032f-4880-9a7c-15aac6a3fdc2,Business Term,,,,,,,,,"A type of an agreement that is made between the buyer and seller of a company. In this arrangement, the seller agrees to provide certain services to the buyer at a predetermined price.",,,,,
TELUS Secure Business,TSB,a00e1e4f-fae6-426e-9ab0-242db4558300,Business Term,,,,,,,,,Security solutions for business customers,,,,,
Technology Strategy and Business Transformation ,TSBT,1fd00219-81fd-4a9f-9d1d-ab6074c6d857,Business Term,,,,,,,,,Business unit name,,,,,
Training Sequence Code,TSC,01bdfc6e-1aa3-4572-941a-6fe0d886ed92,Business Term,,,,,,,,,"Training Sequence Code in the context of Telecommunications refers to a specific code or pattern of bits used during the training phase of a communication system. It is used to help estimate channel characteristics, synchronize timing, and optimize system performance.",,,,,
Telecommunications Standards Development Society India,TSDSI,1a6d3f69-66ff-4f2d-a8b1-e70e59fa5614,Business Term,,,,,,,,,Telecommunications Standards Development Society India is an organization that plays a significant role in the development and establishment of telecommunications standards in India.,,,,,
Technical Specification Group,TSG,76786e50-549f-46b9-8fa3-cf6a2bca8674,Business Term,,,,,,,,,Technical Specification Group in the context of Telecommunications refers to a specialized working group within a telecommunications standards organization that is responsible for developing and defining technical specifications for various aspects of telecommunications technologies and systems.,,,,,
TELUS Security Incident Response Team,TSIRT,0190a3e2-d83c-709a-b7b9-4f86b6e8b1a0,Business Term,,,,,,,,,"TELUS Security Incident Response Team is a specialized group within an enterprise that is responsible for promptly and effectively responding to and managing any security incidents that may occur. Their main objective is to detect, analyze, and mitigate any potential threats or breaches to the organization's information systems and network infrastructure. The team is equipped with the necessary knowledge, expertise, and tools to investigate and resolve security incidents, minimize damage, and restore normal operations as quickly as possible, ensuring the integrity, confidentiality, and availability of the organization's data and systems.",,,,,
Trusted Service Manager,TSM,76b67344-c346-4839-adcc-d890302d52e7,Business Term,,,,,,,,,Trusted service manager is an intermediary between the Mobile Network Operator and the Service Provider and provides the user with unique encryption data.,,,,,
The Sports Network,TSN,9b3e783b-a4f1-4bca-a5ad-0d5dd32e8f6c,Business Term,,,,,,,,,The Sports Network in the context of Telecommunications refers to a media channel or platform that focuses specifically on the broadcasting and distribution of sports-related content.,,,,,
TELUS Strategy & Operations,TSO,6fb35736-0786-4aca-8838-9b87f021a73e,Business Term,,,,,,,,,"TELUS Strategy &amp; Operations refers to the strategic planning and execution of operational processes within the telecommunications industry. It involves developing and implementing effective strategies to achieve business objectives, optimizing internal operations, and ensuring efficient delivery of telecommunications services to customers.",,,,,
Technical Support Representative,TSR,7cd3c28e-cbe0-400a-bd56-37c5acc3c023,Business Term,,,,,,,,,Technical Support Representative in the context of Enterprise refers to an individual responsible for providing assistance and troubleshooting technical issues for customers or clients.,,,,,
"TELUS Sourcing Solutions Inc,",TSSI,31d7349c-d8ac-4efc-bb32-ef74c1563b3a,Business Term,,,,,,,,,TELUS Sourcing Solutions Inc is a telecommunications company that specializes in providing sourcing solutions.,,,,,
Telecommunications Technology Association,TTA,658e48eb-6cf4-4c12-aa66-a6704db26e25,Business Term,,,,,,,,,Telecommunications Technology Association refers to an organization that focuses on the development and standardization of technologies related to telecommunications. It plays a crucial role in shaping the industry by establishing guidelines and protocols for various telecommunications systems and services.,,,,,
Telecommunication Technology Committee,TTC,7a1b4cea-3c0a-42fb-944a-2870d078cb93,Business Term,,,,,,,,,"Telecommunication Technology Committee refers to a specific committee within the field of telecommunications that focuses on technological advancements, developments, and standards in telecommunication systems and networks. This committee plays a crucial role in analyzing and determining the best technical practices, protocols, and guidelines for telecommunications technologies.",,,,,
Transmission Time Interval,TTI,c1d812dd-d9f9-46d6-9900-db191b7978f2,Business Term,,,,,,,,,"Transmission Time Interval (TTI) refers to the specific time duration allocated for transmitting a unit of data within a telecommunications system. It is a fixed interval of time within which data packets, frames, or symbols are sent from the transmitter to the receiver. The TTI is a crucial parameter that determines the efficiency and reliability of data transmission in various telecommunications technologies.",,,,,
Trailing Twelve Month,TTM,5ebb6601-3511-444e-99e2-6f14d4d2b3b8,Business Term,,,,,,,,,"Trailing Twelve Month refers to a period of time consisting of the last 12 consecutive months, typically used in finance and accounting to assess performance or analyze financial data. It provides a snapshot of the past year's financial results, allowing for better trend analysis and comparison against previous periods.",,,,,
TELUS TV,TTV,7d88ad6e-02df-447f-9d01-7984012cac49,Business Term,,,,,,,,,"TELUS Television services (Optik TV, Pik TV &amp; Satellite TV)",,,,,
TELUS Visual Support,TVS,0197a1cc-3955-7b89-a6d5-b460d43d357d,Business Term,,,,,,,,,"TELUS Visual Support is a specialized application that is designed to aid network diagnostics and WiFi troubleshooting. TELUS Visual Support application is developed by RouteThis company, this application aims to enhance customer and agent experience.",,,,,
TELUS Wireless Ambassadors,TWA,34e9470b-e49e-4ed3-9cc9-43c45e5fbcac,Business Term,,,,,,,,,A discounted mobile phone plan that TELUS employees have access to.,,,,,
Trusted Wireless Access Gateway,TWAG,a8afb149-90f5-4f5f-90db-01e260da44b5,Business Term,,,,,,,,,"Trusted Wireless Access Gateway refers to a telecommunications device or system that securely connects wireless devices to a network or the internet. It provides a secure and reliable method for wireless devices to access and communicate with the network, ensuring data protection and access control.",,,,,
TELUS Wireless Home Internet,TWHI,019814bd-caa6-74ff-afdc-aad3ab1c7828,Business Term,,,,,,,,,TELUS Wireless Home Internet is a fixed wireless broadband service that provides high-speed internet to homes using TELUS's 5G and LTE wireless networks.,,,,,
TELUS Wireless Home Internet Device,TWHID,019814c4-98e3-76ff-acb5-85e0c99bbf8e,Business Term,,,,,,,,,TELUS Wireless Home Internet Device is the physical hardware equipment that enables the wireless home internet service.,,,,,
Transmitter Exchange,TX,9b241b15-e557-49ea-8edd-87ea3d060cbb,Business Term,,,,,,,,,Transmitter Exchange refers to the process in telecommunications where the transmission equipment is replaced or interchanged. This involves swapping or upgrading the transmitters used in a network or communication system.,,,,,
Transmitter Receiver Unit,TXRU,ed444133-4032-44da-b07d-83a1b3862006,Business Term,,,,,,,,,"Transmitter Receiver Unit, in the context of Telecommunications, refers to a device or module that combines the functions of both a transmitter and a receiver. It is responsible for transmitting and receiving signals in a telecommunications system without the need for separate components.",,,,,
User Access Review,UAR,019ecc05-5e70-70bc-84a1-ac067269630e,Business Term,,,,,,,,,A periodic audit process to verify that user access rights remain appropriate and compliant.,,,,,
User Acceptance Testing,UAT,c0cecb9f-4cc9-4c5b-8e65-a783ae19107d,Business Term,,,,,,,,,User Acceptance Testing is a process in which real end-users evaluate a system or software to ensure that it meets their requirements and functions as expected.,,,,,
Usage-Based Billing,UBB,bf152fd9-2a0d-4f3e-914c-cc4e4921a215,Business Term,,,,,,,,,"Usage-Based Billing in the context of Telecommunications refers to a billing method that charges customers based on the amount of specific service they use, rather than a fixed monthly fee or a flat rate.",,,,,
Use Case,UC,f8233f79-5cdd-41ce-8d39-676da531ddc8,Business Term,,,,,,,,,A use case is a description of how a person who uses that process or system will accomplish a goal.,,,,,
Uplink Control Information,UCI,714707ef-2848-485f-9a78-b16b2b5ddfc5,Business Term,,,,,,,,,Uplink Control Information refers to the data transmitted from a terminal device to a base station in telecommunications. It comprises essential control information that is necessary for establishing and maintaining the communication link between the terminal and the base station.,,,,,
Unix Desktop Environment,UDE,410c1e81-fa9e-4140-bf17-00b061b98bd3,Business Term,,,,,,,,,Unix Desktop Environment refers to a graphical user interface (GUI) provided by Unix-like operating systems for users to interact with the system.,,,,,
Unified Data Management,UDM,7422b7d6-5410-40bb-a736-d59856c35c3c,Business Term,,,,,,,,,"Unified Data Management in the context of Telecommunications refers to the comprehensive and centralized management of data across different systems and networks within the telecommunications industry. It involves the integration, organization, and control of various types of data, such as customer information, network performance data, billing data, and service provisioning data. The purpose of Unified Data Management is to ensure consistency, accuracy, and accessibility of data, enabling efficient operations, effective decision-making, and seamless customer experiences.",,,,,
User Datagram Protocol,UDP,e3f05439-f438-452b-909f-be9dba999ffa,Business Term,,,,,,,,,"User Datagram Protocol (UDP) is a network protocol used in telecommunications to facilitate the transmission of data between devices in an IP network. It is a connectionless protocol that works on the transport layer of the Internet Protocol Suite. UDP provides a simple and efficient method for sending datagrams, or discrete units of data, without establishing a dedicated communication channel or ensuring reliable delivery. Unlike other protocols, UDP does not provide error checking or retransmission mechanisms, making it suitable for real-time applications where speed is crucial, but reliability can be sacrificed.",,,,,
Unified Data Repository,UDR,cb64361c-447f-4afc-b14c-9eddd32b2e80,Business Term,,,,,,,,,"Unified Data Repository refers to a central storage system in the field of telecommunications that securely consolidates and organizes diverse data sources, such as customer information, network data, and operational data. It serves as a comprehensive repository where different types of data can be stored, managed, and accessed by various systems and applications within a telecom network.",,,,,
Unified Design System,UDS,019ecc05-5e70-70bc-84a1-ac067269630f,Business Term,,,,,,,,,"A shared set of design standards, components, and guidelines used to ensure consistent user experiences.",,,,,
Unstructured Data Storage Function,UDSF,4fdb4be8-0a13-42fd-b8a9-8d29a50014d0,Business Term,,,,,,,,,"Unstructured Data Storage Function refers to a storage system within the telecommunications industry that is designed to handle data that doesn't have a predefined structure or format. This function enables telecom companies to store and manage vast amounts of diverse data, such as text documents, videos, images, and other unstructured information. The primary purpose of this function is to provide efficient storage and retrieval capabilities for unstructured data, regardless of its format or size.",,,,,
User Equipment,UE,d7560d91-c74b-4ed1-a5db-b0a3d1554760,Business Term,,,,,,,,,"User Equipment refers to the equipment or devices used by end-users in the field of telecommunications. It includes devices such as mobile phones, tablets, laptops, and other portable devices that connect to wireless networks to access voice, data, and multimedia services.",,,,,
Universally Filtered Multicarrier,UFMC,1921bfc5-db34-47b0-87dc-4c603a2b9399,Business Term,,,,,,,,,"Universally Filtered Multicarrier refers to a telecommunications technique that involves the use of multiple carrier signals to transmit data, while also incorporating universally filtered modulation. This approach combines multiple carriers and applies a filtering process to ensure optimum signal quality and efficiency. This technique allows for improved performance and enhanced spectral efficiency in the transmission of data over a communication channel.",,,,,
Unité génératrice de revenus,UGR,9ca99c49-4ff9-4e24-b250-bdc37a652035,Business Term,,,,,,,,,"Abonné à un service individuel qui génère des revenus récurrents. Pour les services mobiles, cela inclut les services postpayé et prépayé, ainsi que les appareils connectés. Pour les services filaires, cela inclut l’accès Internet haute vitesse, le service de télévision, le service de téléphonie à domicile et les services de sécurité. Aussi appelées « connexions clients ».",,,,,
Ultra High Definition,UHD,6a07f92c-6161-4dd6-a8cf-06b772d01c8a,Business Term,,,,,,,,,Ultra High Definition in the context of telecommunications refers to a technology that provides an extremely high level of visual detail and clarity in images and videos.,,,,,
Universal Integrated Circuit Card,UICC,0cb4e323-1265-4551-8e00-4f1a2a6b1b13,Business Term,,,,,,,,,"Universal Integrated Circuit Card (UICC) is a term commonly used in the telecommunications industry. It refers to a smart card that securely stores and processes data for mobile telecommunications devices. UICCs are typically used in mobile devices such as smartphones and tablets to store SIM (Subscriber Identity Module) cards, which are required for authentication and identification purposes on cellular networks. These cards contain integrated circuits that enable them to securely store personal information and perform cryptographic functions necessary for secure communication with the network. UICCs play a crucial role in enabling mobile devices to connect to and communicate with cellular networks, ensuring the secure transmission of data and enabling various telecommunications services, such as voice calls, messaging, and mobile internet access.",,,,,
Uplink,UL,f6382c4b-e299-4ea7-8b19-449f9acab516,Business Term,,,,,,,,,"Uplink refers to the transmission path that carries data from a user device or a lower-level network to a higher-level network or satellite. It is a method used in telecommunications to transfer information in an upward direction, typically from a user or client device to a central or remote server.",,,,,
Uplink Classifier,ULCL,1cbd11a2-fd6e-4485-80b1-7fbbec1832e0,Business Term,,,,,,,,,Uplink Classifier refers to a component or feature in telecommunications that identifies and categorizes incoming data or signals transmitted from a user or device to the network. It is responsible for analyzing the characteristics of the data and determining how it should be treated or prioritized within the network infrastructure.,,,,,
Unacknowledged Mode,UM,15faed67-6f31-4c05-b8b5-3ea4efba7d12,Business Term,,,,,,,,,Unacknowledged Mode in the context of telecommunications refers to a communication channel or protocol where the receiving device does not send any acknowledgment or confirmation to the sender to indicate successful reception of the transmitted data.,,,,,
Urban Macro,Uma,7f11727c-51d7-4067-83a2-4b79a2e36a68,Business Term,,,,,,,,,"Urban Macro in the context of Telecommunications refers to a type of cellular network infrastructure that consists of large, powerful base stations strategically placed in urban areas to provide extensive coverage and handle high-capacity data traffic without the need for frequent handoffs between cells.",,,,,
Urban Micro,Umbi,811fa44e-f06b-4844-8d9e-84e3dc1758f5,Business Term,,,,,,,,,Urban Micro in the context of telecommunications refers to small-scale cellular network infrastructure designed to provide coverage and capacity in densely populated urban areas.,,,,,
Universal Mobile Telecommunications System,UMTS,87fe04ff-5c28-4bca-891e-8272b4bb8e81,Business Term,,,,,,,,,"Universal Mobile Telecommunications System (UMTS) is a wireless communication technology that provides high-speed data and voice services. It is a third-generation (3G) mobile system that uses a combination of wideband code division multiple access (WCDMA) and time division duplexing (TDD) techniques to support various mobile applications and services. UMTS offers enhanced data transfer rates and improved network capacity compared to its predecessors, enabling users to access the internet, make video calls, send multimedia messages, and engage in other advanced mobile communications.",,,,,
Universal Order Status Tracker,UOST,019889f9-e022-7321-b52c-ea63fc6a2f9d,Business Term,,,,,,,,,"Universal Order Status Tracker is an order tracking and status management platform that assists customer service agents in real-time tracking and determining comprehensive order details across wireline subscription services, providing unified visibility into order status, progress, and fulfillment information.",,,,,
User Plane,UP,801fafb9-37cc-4399-8397-7db9a4da5a41,Business Term,,,,,,,,,User Plane in the context of Telecommunications refers to the part of the network that is responsible for transmitting user data.,,,,,
Unified Product Catalog,UPC,019ecc05-5e70-70bc-84a1-ac0672696310,Business Term,,,,,,,,,"A centralized repository of all products and services offered, with consistent attributes and descriptions.",,,,,
User Plane Function,UPF,fa2a463a-f49a-4320-825c-9e9de32a7bbc,Business Term,,,,,,,,,User Plane Function in the context of Telecommunications refers to the part of a network that handles the transmission and routing of user data. It is responsible for the efficient transfer of information between different devices and applications without any delay or interruption.,,,,,
Unfulfilled Performance Obligation,UPOB,019ecc05-5e70-70bc-84a1-ac0672696311,Business Term,,,,,,,,,The remaining portion of a contractual commitment to deliver goods or services not yet completed.,,,,,
Universal Resource Identifier,URI,03283e3f-6bf3-4471-8dd9-21b792f87a18,Business Term,,,,,,,,,"Universal Resource Identifier is a standardized method of identifying resources in the field of telecommunications. It is a string of characters used to uniquely identify a resource, such as a webpage or a file, on the internet.",,,,,
Ultra-Reliable Low Latency Communication,URLLC,665a96d9-4a4b-4f71-8ea4-e536561291e8,Business Term,,,,,,,,,Ultra-Reliable Low Latency Communication refers to a type of telecommunications technology that offers highly dependable and minimal delay data transmission.,,,,,
Universal Resource Name,URN,067cd8e6-18af-4e0a-a166-b499debe23da,Business Term,,,,,,,,,Universal Resource Name in the context of telecommunications refers to a unique identifier that is used to identify and locate resources in a network without specifying the particular access method or location details.,,,,,
Uplink State Flag,USF,f3a0e61e-e1d3-4fdd-ae97-7d82b2a7a1e9,Business Term,,,,,,,,,"Uplink State Flag refers to a specific signal indicator used in telecommunications systems. This flag is utilized to indicate the state or status of the uplink channel, which is the data transmission path from a user device to a base station or satellite. The flag provides information on the condition and availability of the uplink channel, allowing the system to determine if it is ready to receive data or if there are any issues that need to be addressed.",,,,,
Universal Subscriber Identity Module,USIM,6c1d0593-ef8f-4a0e-9cc1-8d0aff3b2875,Business Term,,,,,,,,,"Universal Subscriber Identity Module (USIM) is a type of smart card used in telecommunications that securely stores and manages subscriber identities in mobile devices. It provides authentication and encryption functionalities, allowing subscribers to access and utilize various mobile services, such as voice calls, messaging, and data transfer, on a mobile network. The USIM card contains unique identification information and security keys, enabling secure communication between the mobile device and the network infrastructure.",,,,,
Universal Terrestrial Radio Access Network,UTRAN,c80f0734-1e65-48ee-9608-847cab90d3de,Business Term,,,,,,,,,"Universal Terrestrial Radio Access Network, in the context of Telecommunications, is a network architecture that provides wireless connectivity between user equipment (UE) and the core network. It enables the transmission of voice, data, and multimedia services over a terrestrial radio interface, offering wide coverage and high-quality performance.",,,,,
Vehicle-to-Infrastructure,V2I,033f315c-114b-4e97-bad9-ab5d059910a8,Business Term,,,,,,,,,"Vehicle-to-Infrastructure refers to a telecommunications concept where vehicles are able to communicate and exchange information with the infrastructure around them, such as traffic signals, road sensors, and transportation management systems.",,,,,
Vehicle-to-Network,V2N,1bb96b92-68d9-40ff-90f4-cce2e0a50c7b,Business Term,,,,,,,,,Vehicle-to-Network refers to the communication exchange between vehicles and a telecommunication network.,,,,,
Vehicle-to-Vehicle,V2V,b312f937-233f-492c-8902-e8a9afba49bf,Business Term,,,,,,,,,Vehicle-to-Vehicle in the context of Telecommunications refers to a communication system that enables direct communication between two or more motor vehicles.,,,,,
Vehicle-to-X,V2X,fda5ed6a-2a95-45b0-9e73-465325488e8a,Business Term,,,,,,,,,"Vehicle-to-X is a telecommunications concept that refers to the exchange of information between vehicles and other entities, such as roadside infrastructure, pedestrians, or other vehicles.",,,,,
Voice services over Adaptive Multi-user channels on One Slot,VAMOS,13796234-3ae8-4760-a717-add34d86813c,Business Term,,,,,,,,,"Voice services over Adaptive Multi-user channels on One Slot refers to a telecommunications technology that allows multiple users to transmit and receive voice signals over a single time slot. This method optimizes the efficiency and capacity of the communication system by dynamically allocating resources among multiple users in a flexible and adaptive manner. It enables efficient utilization of network resources, improving overall voice communication quality and increasing the number of concurrent voice calls that can be accommodated within a given bandwidth.",,,,,
Verbatim Analysis Request,VAR,3689e31e-de8f-476c-b4c7-4b5f162a2356,Business Term,,,,,,,,,Verbatim analysis is the process of quantifying feedback from survey respondents. Link to form: https://docs.google.com/forms/d/e/1FAIpQLScygNhMoCoPxFgibq9jH6rGNbINV6PpuPoAEPEUHJR_6R2XFw/viewform,,,,,
Visual Basic for Applications,VBA,019ecc05-5e70-70bc-84a1-ac0672696312,Business Term,,,,,,,,,A Microsoft programming language used to automate tasks and build custom functions within Excel.,,,,,
Voice Core,VC,b7538b19-160b-4b78-8944-09959baab7e9,Business Term,,,,,,,,,The Voice core distribution/aggregation layer is dedicated for voice over internet protocol service that at one end connects to Nortel Packet Voice Gateways using Gigabit Ethernet and to Communication Server 2000 using Gigabit Ethernet on the other end.,,,,,
Voice Call Continuity,VCC,7cb954f4-da9c-435a-a4f8-6f52c27468e1,Business Term,,,,,,,,,"Voice Call Continuity refers to the seamless transition of an ongoing voice call from one network to another, ensuring uninterrupted communication for the participants.",,,,,
Virtual Cash Terminal,VCT,019ecc05-5e70-70bc-84a1-ac0672696313,Business Term,,,,,,,,,A software-based point-of-sale system enabling electronic payment processing without physical hardware.,,,,,
Virtual Desktop Infrastructure,VDI,0190ebbb-dc3d-7605-82a1-1755b193f7ca,Business Term,,,,,,,,,TELUS Application,,,,,
Very-high-bit-rate Digital Subscriber Line,VDSL,57ef819d-9be9-4fa6-a8c2-42a427dd2ae2,Business Term,,,,,,,,,Very-high-bit-rate Digital Subscriber Line (VDSL) is a type of telecommunications technology that allows for high-speed internet access over existing copper telephone lines.,,,,,
Value for Signal,VFS,018f3004-111a-7e79-a0b7-8cbce3236300,Business Term,,,,,,,,,Value for Signal. differs slightly from the older FFC (Fee for Carriage) term. The concept is the ability of OTA services to charge (or negotiate) a fee for BDUs to carry their signal. It was seen as a way to financially support OTA but died away when the BDUs bought OTAs and the Supreme Court of Canada decided that the CRTC did not have jurisdiction to impose a VFS regulatory framework.,,,,,
Vertical Integration,VI,018f3003-8eef-7c28-aa58-635cbce8ad7d,Business Term,,,,,,,,,Vertical Integration or Vertically Integrated refers to cable or satellite companies which own broadcasters which in some cases also own production companies. The CRTC’s ‘VI Code’ governs the relationship between BDUs and independent broadcasters so that the independent broadcasters are protected from market dominance by the vertically integrated companies.,,,,,
VLAN Identifier,VID,8fa6ecc2-39e6-4249-bf82-aea46ec632df,Business Term,,,,,,,,,VLAN Identifier refers to a numerical tag that is assigned to a virtual local area network (VLAN) in the field of telecommunications.,,,,,
Virtual Local Area Network,VLAN,27b59fd4-1046-4974-9797-669746bb2ef5,Business Term,,,,,,,,,Virtual Local Area Network (VLAN) refers to a network technology used in telecommunications that enables the creation of logical and isolated networks within a physical local area network (LAN).,,,,,
Very Large Databases,VLDB,019934bb-62dc-7a79-a0c9-44f9f7c90f73,Business Term,,,,,,,,,Databases that pose unusual performance challenges due to their exceptional size.,,,,,
Virtual Network Function,VNF,f1f4d391-e11b-4941-b77d-5e87ec3defac,Business Term,,,,,,,,,"Virtual Network Function refers to a software component or service that replicates the functionality of traditional network hardware appliances. It is used in the field of telecommunications to enable the virtualization of network functions, such as routing, firewalling, or load balancing, on software-based platforms. By utilizing virtualization technologies, Virtual Network Functions can be deployed and managed more flexibly and efficiently, improving network scalability and reducing deployment costs.",,,,,
Voice of the Customer,VOC,4d830abe-a1ef-4bd6-8843-008183cadf6e,Business Term,,,,,,,,,"Voice of the Customer in the context of Customer Service refers to the feedback, opinions, and preferences expressed by customers regarding their experiences with a product or service.",,,,,
Video On Demand,VOD,f46db826-0d27-4b31-8b29-6a9f0f2e4cf1,Business Term,,,,,,,,,"Video On Demand in the context of Telecommunications refers to a service that allows users to access and watch desired video content at their convenience, without having to adhere to a predetermined schedule.",,,,,
Voice over Internet Protocol,VoIP,5172df87-a933-40bd-bcd8-da6c241c7a79,Business Term,,,,,,,,,"A service or capability utilizing both hardware and software that enables users to employ IP networks, such as the Internet, as the transmission medium for voice communication",,,,,
Voice over LTE,VoLTE,50d603cd-9ef5-4a81-ba91-bf1bae1b2b29,Business Term,,,,,,,,,"Voice over LTE (VoLTE) is a communication technology that enables voice calls to be made over a 4G LTE network. It uses the internet protocol (IP) to transmit voice data packets, allowing for high-quality voice calls to be made and received using LTE networks. VoLTE offers a more efficient use of network resources and provides better call quality compared to traditional circuit-switched voice calls.",,,,,
Voice over New Radio,VoNR,d591ac5d-3ee1-4427-8ed4-173cb2bf6a0b,Business Term,,,,,,,,,"Voice over New Radio (VoNR) refers to a technology that enables voice communication over the New Radio (NR) protocol, which is a part of the 5th Generation (5G) telecommunications network. It allows voice calls to be transmitted using the NR air interface, providing a high-quality, low-latency, and efficient voice communication service. VoNR eliminates the need for legacy voice networks, such as 2G or 3G, and enables voice calls to be seamlessly integrated into the 5G network architecture.",,,,,
Voice Over Wireless,VOW,1fb490cb-d86f-4d4a-8179-abc922b5857e,Business Term,,,,,,,,,"Voice over Wireless is a wireless network process for voice communication over a wireless local area network . It enables voice or audio communication on a typical wireless network through Wi-Fi or wireless, voice-enabled devices.",,,,,
Voice Over WiFi,VoWiFi,4cc23542-591b-4247-b73a-884a24a65346,Business Term,,,,,,,,,Voice Over WiFi refers to the technology that allows voice calls to be transmitted over a WiFi network instead of traditional cellular networks.,,,,,
Visited PLMN,VPLMN,6806b8bb-4f5e-4571-9039-2ed75d8475f6,Business Term,,,,,,,,,Visited PLMN refers to a Mobile Network Operator (MNO) that a subscriber is currently connected to while roaming outside their home network.,,,,,
Virtual Private Network,VPN,6db78098-ab56-4abc-b65e-de6d268036ef,Business Term,,,,,,,,,"A Virtual Private Network is a technology that creates a secure and encrypted connection over a less secure network, such as the internet. It allows users to securely access and transmit data over public networks as if their devices were directly connected to a private network. VPNs are commonly used to protect sensitive data, maintain privacy, bypass geo-restrictions, and enhance security when accessing the internet. VPNs can be used for personal privacy and security, as well as for business purposes to secure remote connections and protect confidential information. Virtual Private Network extends a private network over a public network, or in other words an Intranet over the Internet.",,,,,
Virtual Point of Presence (last mile DSL network for business),VPOP,4ec766c5-3b82-44c8-91f3-a0e9e82590e9,Business Term,,,,,,,,,"Virtual Point of Presence (last mile DSL network for business) refers to a virtual network infrastructure that enables businesses to connect to the internet through DSL technology. It serves as the final link between the internet service provider's network and the customer's premises. This virtual point of presence allows businesses to access high-speed DSL connections, facilitating reliable and efficient internet connectivity without the need for physical equipment or infrastructure specific to each customer.",,,,,
